醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,2583,1538,2020/02/26 08:00:39
0291010010,180,484,2020/02/26 08:00:39
2101010013,67,726,2020/02/26 08:00:39
2101020019,80,512,2020/02/26 08:00:39
2101090011,0,312,2020/02/26 08:00:39
2101100227,399,647,2020/02/26 08:00:39
2101110027,23,312,2020/02/26 08:00:39
2101120014,1,666,2020/02/26 08:00:39
2101150012,0,575,2020/02/26 08:00:39
2101161033,0,639,2020/02/26 08:00:39
2101170050,0,640,2020/02/26 08:00:39
2101180038,0,584,2020/02/26 08:00:39
2101191068,0,552,2020/02/26 08:00:39
2101200017,4,648,2020/02/26 08:00:39
2303240013,1136,762,2020/02/26 08:00:39
2311010010,660,1003,2020/02/26 08:00:39
2311020016,242,937,2020/02/26 08:00:39
2311030012,1066,1126,2020/02/26 08:00:39
2311040018,266,1062,2020/02/26 08:00:39
2311050014,1000,1074,2020/02/26 08:00:39
2311060010,2,380,2020/02/26 08:00:39
2311070016,761,1201,2020/02/26 08:00:39
2312010014,122,484,2020/02/26 08:00:39
2312041028,0,319,2020/02/26 08:00:39
2312050018,0,304,2020/02/26 08:00:39
2317020010,224,734,2020/02/26 08:00:39
2317040012,174,608,2020/02/26 08:00:39
2317050018,842,940,2020/02/26 08:00:39
2317060014,738,930,2020/02/26 08:00:39
2317070010,254,622,2020/02/26 08:00:39
2317080016,862,932,2020/02/26 08:00:39
2317081022,410,866,2020/02/26 08:00:39
2321010013,1194,1076,2020/02/26 08:00:39
2321020019,510,894,2020/02/26 08:00:39
2321030015,1597,1103,2020/02/26 08:00:39
2321040011,1653,1157,2020/02/26 08:00:39
2321060013,608,863,2020/02/26 08:00:39
2321070019,782,921,2020/02/26 08:00:39
2322010017,1569,1092,2020/02/26 08:00:39
2322020013,976,926,2020/02/26 08:00:39
2331070012,38,446,2020/02/26 08:00:39
2331080018,1,562,2020/02/26 08:00:39
2331090014,226,892,2020/02/26 08:00:39
2331100015,156,809,2020/02/26 08:00:39
2331120017,398,856,2020/02/26 08:00:39
2331160011,68,466,2020/02/26 08:00:39
2331170017,0,502,2020/02/26 08:00:39
2331180013,0,898,2020/02/26 08:00:39
2331190019,451,1056,2020/02/26 08:00:39
2331200010,2,276,2020/02/26 08:00:39
2331210016,0,427,2020/02/26 08:00:39
2331220012,498,896,2020/02/26 08:00:39
2331230018,0,588,2020/02/26 08:00:39
2331240014,708,1488,2020/02/26 08:00:39
2331250010,890,1132,2020/02/26 08:00:39
2331260016,420,1084,2020/02/26 08:00:39
2331270012,0,802,2020/02/26 08:00:39
2331280018,74,881,2020/02/26 08:00:39
2331290014,0,578,2020/02/26 08:00:39
2332030012,122,648,2020/02/26 08:00:39
2332040018,302,692,2020/02/26 08:00:39
2332060010,306,884,2020/02/26 08:00:39
2332080012,64,535,2020/02/26 08:00:39
2332090018,288,640,2020/02/26 08:00:39
2332100019,228,564,2020/02/26 08:00:39
2332110015,10,403,2020/02/26 08:00:39
2332120011,708,990,2020/02/26 08:00:39
2332130017,666,592,2020/02/26 08:00:39
2333070010,0,432,2020/02/26 08:00:39
2333100013,0,288,2020/02/26 08:00:39
2333110019,0,876,2020/02/26 08:00:39
2333120015,257,973,2020/02/26 08:00:39
2333130011,1042,820,2020/02/26 08:00:39
2333140017,1716,1054,2020/02/26 08:00:39
2334010018,494,775,2020/02/26 08:00:39
2334020014,464,1002,2020/02/26 08:00:39
2334030010,724,932,2020/02/26 08:00:39
2334040016,638,888,2020/02/26 08:00:39
2334050012,72,590,2020/02/26 08:00:39
2334060018,156,741,2020/02/26 08:00:39
2334070014,508,906,2020/02/26 08:00:39
2334081026,320,816,2020/02/26 08:00:39
2334090016,402,777,2020/02/26 08:00:39
2334100017,220,734,2020/02/26 08:00:39
2334110013,736,954,2020/02/26 08:00:39
2334120019,1157,762,2020/02/26 08:00:39
2335010012,200,814,2020/02/26 08:00:39
2335020018,46,632,2020/02/26 08:00:39
2335030014,0,115,2020/02/26 08:00:39
2335040010,115,451,2020/02/26 08:00:39
2335050016,398,232,2020/02/26 08:00:39
2335060012,126,696,2020/02/26 08:00:39
2335070018,669,828,2020/02/26 08:00:39
2335080014,458,540,2020/02/26 08:00:39
2335090010,24,374,2020/02/26 08:00:39
2335100011,0,416,2020/02/26 08:00:39
2335110017,16,526,2020/02/26 08:00:39
2335120013,578,818,2020/02/26 08:00:39
2335130019,114,740,2020/02/26 08:00:39
2335140015,532,912,2020/02/26 08:00:39
2335150011,390,491,2020/02/26 08:00:39
2335160017,35,679,2020/02/26 08:00:39
2335170013,414,920,2020/02/26 08:00:39
2335180019,76,677,2020/02/26 08:00:39
2336010016,211,675,2020/02/26 08:00:39
2336020012,774,1090,2020/02/26 08:00:39
2336030018,138,668,2020/02/26 08:00:39
2336040014,0,610,2020/02/26 08:00:39
2336050010,216,534,2020/02/26 08:00:39
2336060016,0,244,2020/02/26 08:00:39
2336070012,278,622,2020/02/26 08:00:39
2336080018,22,206,2020/02/26 08:00:39
2336090014,243,748,2020/02/26 08:00:39
2336100015,0,592,2020/02/26 08:00:39
2336110011,417,842,2020/02/26 08:00:39
2336120017,326,662,2020/02/26 08:00:39
2336130013,264,820,2020/02/26 08:00:39
2336140019,434,796,2020/02/26 08:00:39
2336150015,212,892,2020/02/26 08:00:39
2336160011,114,678,2020/02/26 08:00:39
2336170017,212,552,2020/02/26 08:00:39
2336180013,284,822,2020/02/26 08:00:39
2336190019,602,946,2020/02/26 08:00:39
2336200010,629,994,2020/02/26 08:00:39
2336210025,1410,1044,2020/02/26 08:00:39
2336210034,1234,1127,2020/02/26 08:00:39
2337010010,644,851,2020/02/26 08:00:39
2337010029,658,938,2020/02/26 08:00:39
2337020016,318,576,2020/02/26 08:00:39
2337030012,22,263,2020/02/26 08:00:39
2337040018,1224,1004,2020/02/26 08:00:39
2337050014,282,676,2020/02/26 08:00:39
2337060010,968,912,2020/02/26 08:00:39
2337070016,1666,1092,2020/02/26 08:00:39
2337080012,1043,849,2020/02/26 08:00:39
2337090018,444,640,2020/02/26 08:00:39
2337100019,176,660,2020/02/26 08:00:39
2337110015,322,704,2020/02/26 08:00:39
2337120020,440,852,2020/02/26 08:00:39
2337130017,258,846,2020/02/26 08:00:39
2337140013,900,1070,2020/02/26 08:00:39
2337150019,156,638,2020/02/26 08:00:39
2337160015,698,888,2020/02/26 08:00:39
2337170011,366,658,2020/02/26 08:00:39
2337180017,258,732,2020/02/26 08:00:39
2337190013,640,886,2020/02/26 08:00:39
2337200014,2094,1328,2020/02/26 08:00:39
2337210010,546,771,2020/02/26 08:00:39
2337220016,552,832,2020/02/26 08:00:39
2337230012,2060,1190,2020/02/26 08:00:39
2337240018,844,1012,2020/02/26 08:00:39
2337250014,1634,1148,2020/02/26 08:00:39
2337260010,854,1056,2020/02/26 08:00:39
2338010014,2,401,2020/02/26 08:00:39
2338020010,1370,1070,2020/02/26 08:00:39
2338030016,254,594,2020/02/26 08:00:39
2338040012,2344,1254,2020/02/26 08:00:39
