醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,2671,1632,2020/02/27 16:00:38
0291010010,164,496,2020/02/27 16:00:38
2101010013,28,963,2020/02/27 16:00:38
2101020019,66,732,2020/02/27 16:00:38
2101090011,0,512,2020/02/27 16:00:38
2101100227,0,699,2020/02/27 16:00:38
2101110027,2,411,2020/02/27 16:00:38
2101120014,1,846,2020/02/27 16:00:38
2101150012,8,771,2020/02/27 16:00:38
2101161033,0,894,2020/02/27 16:00:38
2101170050,0,904,2020/02/27 16:00:38
2101180038,0,860,2020/02/27 16:00:38
2101191068,0,720,2020/02/27 16:00:38
2101200017,0,880,2020/02/27 16:00:38
2303240013,1490,1090,2020/02/27 16:00:38
2311010010,949,1315,2020/02/27 16:00:38
2311020016,270,1241,2020/02/27 16:00:38
2311030012,1466,1478,2020/02/27 16:00:38
2311040018,422,1390,2020/02/27 16:00:38
2311050014,1386,1426,2020/02/27 16:00:38
2311060010,0,696,2020/02/27 16:00:38
2311070016,1029,1542,2020/02/27 16:00:38
2312010014,0,672,2020/02/27 16:00:38
2312041028,0,365,2020/02/27 16:00:38
2312050018,0,424,2020/02/27 16:00:38
2317020010,302,934,2020/02/27 16:00:38
2317040012,240,832,2020/02/27 16:00:38
2317050018,1198,1276,2020/02/27 16:00:38
2317060014,1070,1206,2020/02/27 16:00:38
2317070010,436,838,2020/02/27 16:00:38
2317080016,1228,1240,2020/02/27 16:00:38
2317081022,664,1150,2020/02/27 16:00:38
2321010013,1572,1320,2020/02/27 16:00:38
2321020019,758,1166,2020/02/27 16:00:38
2321030015,2044,1388,2020/02/27 16:00:38
2321040011,2194,1489,2020/02/27 16:00:38
2321060013,976,1179,2020/02/27 16:00:38
2321070019,1088,1233,2020/02/27 16:00:38
2322010017,2185,1456,2020/02/27 16:00:38
2322020013,1332,1212,2020/02/27 16:00:38
2331070012,1,627,2020/02/27 16:00:38
2331080018,1,718,2020/02/27 16:00:38
2331090014,324,1136,2020/02/27 16:00:38
2331100015,34,969,2020/02/27 16:00:38
2331120017,0,880,2020/02/27 16:00:38
2331160011,0,604,2020/02/27 16:00:38
2331170017,48,612,2020/02/27 16:00:38
2331180013,0,1054,2020/02/27 16:00:38
2331190019,31,1028,2020/02/27 16:00:38
2331200010,0,350,2020/02/27 16:00:38
2331210016,0,611,2020/02/27 16:00:38
2331220012,598,1164,2020/02/27 16:00:38
2331230018,0,772,2020/02/27 16:00:38
2331240014,372,1600,2020/02/27 16:00:38
2331250010,1220,1476,2020/02/27 16:00:38
2331260016,30,1168,2020/02/27 16:00:38
2331270012,0,1074,2020/02/27 16:00:38
2331280018,284,1113,2020/02/27 16:00:38
2331290014,12,771,2020/02/27 16:00:38
2332030012,90,792,2020/02/27 16:00:38
2332040018,290,792,2020/02/27 16:00:38
2332060010,544,1124,2020/02/27 16:00:38
2332080012,13,727,2020/02/27 16:00:38
2332090018,520,880,2020/02/27 16:00:38
2332100019,356,788,2020/02/27 16:00:38
2332110015,0,513,2020/02/27 16:00:38
2332120011,918,1194,2020/02/27 16:00:38
2332130017,1092,928,2020/02/27 16:00:38
2333010014,772,376,2020/02/27 16:00:38
2333020010,162,140,2020/02/27 16:00:38
2333030016,109,72,2020/02/27 16:00:38
2333050018,238,96,2020/02/27 16:00:38
2333060014,0,28,2020/02/27 16:00:38
2333070010,0,552,2020/02/27 16:00:38
2333080016,182,116,2020/02/27 16:00:38
2333090012,96,120,2020/02/27 16:00:38
2333100013,0,267,2020/02/27 16:00:38
2333110019,0,1072,2020/02/27 16:00:38
2333120015,403,1149,2020/02/27 16:00:38
2333130011,1252,940,2020/02/27 16:00:38
2333140017,1664,1058,2020/02/27 16:00:38
2334010018,812,1127,2020/02/27 16:00:38
2334020014,724,1322,2020/02/27 16:00:38
2334030010,1152,1280,2020/02/27 16:00:38
2334040016,964,1164,2020/02/27 16:00:38
2334050012,114,754,2020/02/27 16:00:38
2334060018,234,1005,2020/02/27 16:00:38
2334070014,780,1166,2020/02/27 16:00:38
2334081026,390,1052,2020/02/27 16:00:38
2334090016,568,977,2020/02/27 16:00:38
2334100017,0,946,2020/02/27 16:00:38
2334110013,1096,1222,2020/02/27 16:00:38
2334120019,1371,858,2020/02/27 16:00:38
2335010012,260,979,2020/02/27 16:00:38
2335020018,238,904,2020/02/27 16:00:38
2335030014,0,194,2020/02/27 16:00:38
2335040010,263,619,2020/02/27 16:00:38
2335050016,0,68,2020/02/27 16:00:38
2335060012,0,900,2020/02/27 16:00:38
2335070018,886,1120,2020/02/27 16:00:38
2335080014,158,700,2020/02/27 16:00:38
2335090010,104,550,2020/02/27 16:00:38
2335100011,0,544,2020/02/27 16:00:38
2335110017,16,642,2020/02/27 16:00:38
2335120013,252,830,2020/02/27 16:00:38
2335130019,0,948,2020/02/27 16:00:38
2335140015,814,1208,2020/02/27 16:00:38
2335150011,0,260,2020/02/27 16:00:38
2335160017,1,807,2020/02/27 16:00:38
2335170013,644,1167,2020/02/27 16:00:38
2335180019,282,872,2020/02/27 16:00:38
2336010016,225,883,2020/02/27 16:00:38
2336020012,1152,1426,2020/02/27 16:00:38
2336030018,38,844,2020/02/27 16:00:38
2336040014,0,766,2020/02/27 16:00:38
2336050010,226,726,2020/02/27 16:00:38
2336060016,0,404,2020/02/27 16:00:38
2336070012,418,834,2020/02/27 16:00:38
2336080018,1,418,2020/02/27 16:00:38
2336090014,313,1004,2020/02/27 16:00:38
2336100015,0,784,2020/02/27 16:00:38
2336110011,660,1166,2020/02/27 16:00:38
2336120017,390,886,2020/02/27 16:00:38
2336130013,436,1096,2020/02/27 16:00:38
2336140019,352,1008,2020/02/27 16:00:38
2336150015,416,1188,2020/02/27 16:00:38
2336160011,2,834,2020/02/27 16:00:38
2336170017,110,704,2020/02/27 16:00:38
2336180013,234,1090,2020/02/27 16:00:38
2336190019,914,1250,2020/02/27 16:00:38
2336200010,291,1010,2020/02/27 16:00:38
2336210025,1804,1276,2020/02/27 16:00:38
2336210034,1504,1355,2020/02/27 16:00:38
2337010010,906,1099,2020/02/27 16:00:38
2337010029,1074,1282,2020/02/27 16:00:38
2337020016,438,808,2020/02/27 16:00:38
2337030012,102,415,2020/02/27 16:00:38
2337040018,1700,1332,2020/02/27 16:00:38
2337050014,582,948,2020/02/27 16:00:38
2337060010,1446,1240,2020/02/27 16:00:38
2337070016,2257,1438,2020/02/27 16:00:38
2337080012,1607,1181,2020/02/27 16:00:38
2337090018,742,908,2020/02/27 16:00:38
2337100019,326,928,2020/02/27 16:00:38
2337110015,380,916,2020/02/27 16:00:38
2337120020,660,1140,2020/02/27 16:00:38
2337130017,416,1098,2020/02/27 16:00:38
2337140013,1372,1354,2020/02/27 16:00:38
2337150019,410,914,2020/02/27 16:00:38
2337160015,1064,1111,2020/02/27 16:00:38
2337170011,642,958,2020/02/27 16:00:38
2337180017,518,1012,2020/02/27 16:00:38
2337190013,1010,1158,2020/02/27 16:00:38
2337200014,2760,1728,2020/02/27 16:00:38
2337210010,932,1079,2020/02/27 16:00:38
2337220016,918,1148,2020/02/27 16:00:38
2337230012,2678,1570,2020/02/27 16:00:38
2337240018,1222,1272,2020/02/27 16:00:38
2337250014,2294,1536,2020/02/27 16:00:38
2337260010,1384,1420,2020/02/27 16:00:38
2338010014,0,513,2020/02/27 16:00:38
2338020010,1272,1110,2020/02/27 16:00:38
2338030016,186,746,2020/02/27 16:00:38
2338040012,3020,1618,2020/02/27 16:00:38
2338050018,246,996,2020/02/27 16:00:38
2338060014,534,1032,2020/02/27 16:00:38
2338070010,85,856,2020/02/27 16:00:38
2338080016,38,668,2020/02/27 16:00:38
2338090012,868,1240,2020/02/27 16:00:38
2338100013,1744,1430,2020/02/27 16:00:38
2338110019,1822,1404,2020/02/27 16:00:38
2338120015,686,841,2020/02/27 16:00:38
2338130011,3270,1528,2020/02/27 16:00:38
2339040016,2529,1456,2020/02/27 16:00:38
2339050012,2665,1394,2020/02/27 16:00:38
2339060018,2110,1172,2020/02/27 16:00:38
2339070014,2692,1494,2020/02/27 16:00:38
2339100017,1698,1334,2020/02/27 16:00:38
2339110013,2344,1253,2020/02/27 16:00:38
2339120019,2536,1516,2020/02/27 16:00:38
2339130015,2380,1360,2020/02/27 16:00:38
2339180015,2664,1480,2020/02/27 16:00:38
2339200012,2888,1516,2020/02/27 16:00:38
2340010015,1816,1446,2020/02/27 16:00:38
2340020011,1146,1230,2020/02/27 16:00:38
2340030017,1076,1278,2020/02/27 16:00:38
2340040013,1880,1404,2020/02/27 16:00:38
2340050019,3030,1664,2020/02/27 16:00:38
2340060015,604,1250,2020/02/27 16:00:38
2340070011,1084,1372,2020/02/27 16:00:38
2340080017,1290,1174,2020/02/27 16:00:38
2340090013,2174,1500,2020/02/27 16:00:38
2340100014,814,1364,2020/02/27 16:00:38
2340110010,1448,1374,2020/02/27 16:00:38
2340120016,937,1184,2020/02/27 16:00:38
2340130012,1594,1234,2020/02/27 16:00:38
2340140018,1251,1201,2020/02/27 16:00:38
2340150014,1518,1406,2020/02/27 16:00:38
2340160010,1722,1426,2020/02/27 16:00:38
2340170016,1092,1232,2020/02/27 16:00:38
2340180012,1379,1039,2020/02/27 16:00:38
2341010019,2602,1492,2020/02/27 16:00:38
2341020015,1426,1324,2020/02/27 16:00:38
2341030011,2710,1490,2020/02/27 16:00:38
2341040017,1960,1414,2020/02/27 16:00:38
2341050013,2837,1566,2020/02/27 16:00:38
2341060019,1428,1384,2020/02/27 16:00:38
2341070015,1360,1138,2020/02/27 16:00:38
2341080011,2618,1513,2020/02/27 16:00:38
2341090017,2720,1530,2020/02/27 16:00:38
2341100018,2808,1547,2020/02/27 16:00:38
2341110014,2534,1522,2020/02/27 16:00:38
2341120010,3052,1676,2020/02/27 16:00:38
2341130016,3196,1706,2020/02/27 16:00:38
2341140012,2432,1432,2020/02/27 16:00:38
2341150018,2766,1484,2020/02/27 16:00:38
2341160014,2002,1385,2020/02/27 16:00:38
2341170010,2228,1396,2020/02/27 16:00:38
2341180016,2048,1382,2020/02/27 16:00:38
2341190012,2458,1438,2020/02/27 16:00:38
2341200013,1560,1444,2020/02/27 16:00:38
2341210019,480,726,2020/02/27 16:00:38
2341220015,2388,1590,2020/02/27 16:00:38
2341230011,2745,1632,2020/02/27 16:00:38
2341240017,2372,1430,2020/02/27 16:00:38
2341250013,1230,1386,2020/02/27 16:00:38
2341260019,3464,1662,2020/02/27 16:00:38
2341270015,1635,1238,2020/02/27 16:00:38
2341280011,1448,1452,2020/02/27 16:00:38
2341290017,1238,1320,2020/02/27 16:00:38
2341300018,860,1662,2020/02/27 16:00:38
2341310014,1130,1010,2020/02/27 16:00:38
2342010013,958,1138,2020/02/27 16:00:38
2342020019,372,1094,2020/02/27 16:00:38
2342030015,2712,1614,2020/02/27 16:00:38
2342040011,1664,1394,2020/02/27 16:00:38
2342050017,268,1136,2020/02/27 16:00:38
2342060013,768,1064,2020/02/27 16:00:38
2342070019,996,1184,2020/02/27 16:00:38
2342080015,426,876,2020/02/27 16:00:38
2342100012,0,684,2020/02/27 16:00:38
2342110018,468,1183,2020/02/27 16:00:38
2342120014,48,874,2020/02/27 16:00:38
2342130010,736,1554,2020/02/27 16:00:38
2342140016,224,992,2020/02/27 16:00:38
2342150012,854,1304,2020/02/27 16:00:38
2342160018,1158,1472,2020/02/27 16:00:38
2342170014,478,1134,2020/02/27 16:00:38
2342180010,6,432,2020/02/27 16:00:38
2342190016,1384,1238,2020/02/27 16:00:38
2342200017,724,1136,2020/02/27 16:00:38
2342210013,3349,1642,2020/02/27 16:00:38
2342220019,3812,1754,2020/02/27 16:00:38
2342230015,2240,1430,2020/02/27 16:00:38
2342240011,2744,1582,2020/02/27 16:00:38
2342250017,4108,1844,2020/02/27 16:00:38
2342260013,4046,1790,2020/02/27 16:00:38
2342270019,2692,1018,2020/02/27 16:00:38
2343010017,192,710,2020/02/27 16:00:38
2343020013,1232,1074,2020/02/27 16:00:38
2343030019,249,1118,2020/02/27 16:00:38
2343040015,36,360,2020/02/27 16:00:38
2343050011,100,818,2020/02/27 16:00:38
2343060017,532,976,2020/02/27 16:00:38
2343070013,1166,1218,2020/02/27 16:00:38
2343080019,686,768,2020/02/27 16:00:38
2343090015,0,620,2020/02/27 16:00:38
2343100016,430,1000,2020/02/27 16:00:38
2343110012,2562,1408,2020/02/27 16:00:38
2343120018,1708,906,2020/02/27 16:00:38
2343130014,0,232,2020/02/27 16:00:38
2343140010,242,950,2020/02/27 16:00:38
2343150016,1948,1535,2020/02/27 16:00:38
2343160012,371,863,2020/02/27 16:00:38
2343170018,270,706,2020/02/27 16:00:38
2343180014,1412,1178,2020/02/27 16:00:38
2343190010,1162,1154,2020/02/27 16:00:38
2343200011,873,1172,2020/02/27 16:00:38
2343210017,20,950,2020/02/27 16:00:38
2343220013,88,992,2020/02/27 16:00:38
2343230019,733,1100,2020/02/27 16:00:38
2343240015,530,840,2020/02/27 16:00:38
2343250011,1954,1356,2020/02/27 16:00:38
2343260017,3420,1572,2020/02/27 16:00:38
2343270013,3771,1761,2020/02/27 16:00:38
2343280019,678,742,2020/02/27 16:00:38
2343290015,3916,1776,2020/02/27 16:00:38
2343300016,3448,1488,2020/02/27 16:00:38
2343310012,2940,1506,2020/02/27 16:00:38
2343320018,4226,1752,2020/02/27 16:00:38
2343330014,2902,1245,2020/02/27 16:00:38
2344010011,0,784,2020/02/27 16:00:38
2344011027,900,968,2020/02/27 16:00:38
2344011036,343,1144,2020/02/27 16:00:38
2344020017,754,1140,2020/02/27 16:00:38
2344030013,332,928,2020/02/27 16:00:38
2344030022,3674,1908,2020/02/27 16:00:38
2344030031,3046,1608,2020/02/27 16:00:38
2344040019,1280,1428,2020/02/27 16:00:38
2344050015,2499,1958,2020/02/27 16:00:38
2344050024,4154,2048,2020/02/27 16:00:38
2344060011,944,1500,2020/02/27 16:00:38
2345010015,783,872,2020/02/27 16:00:38
2345020011,1066,1191,2020/02/27 16:00:38
2345030017,1932,1314,2020/02/27 16:00:38
2345040013,510,588,2020/02/27 16:00:38
2345050019,524,841,2020/02/27 16:00:38
2345060015,1196,1108,2020/02/27 16:00:38
2345070011,2702,1446,2020/02/27 16:00:38
2345090013,1691,1269,2020/02/27 16:00:38
2345100014,311,950,2020/02/27 16:00:38
2345110010,160,0,2020/02/27 16:00:38
2345120016,1546,1233,2020/02/27 16:00:38
2345130012,1886,1107,2020/02/27 16:00:38
2346010019,376,604,2020/02/27 16:00:38
2346020015,90,560,2020/02/27 16:00:38
2346030011,732,796,2020/02/27 16:00:38
2346040017,998,1016,2020/02/27 16:00:38
2346050013,1120,934,2020/02/27 16:00:38
2346060019,1155,1004,2020/02/27 16:00:38
2346070015,967,1288,2020/02/27 16:00:38
2346080011,1626,1048,2020/02/27 16:00:38
