醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,1766,1064,2020/02/23 12:00:37
0291010010,24,356,2020/02/23 12:00:37
2101010013,1,414,2020/02/23 12:00:37
2101020019,4,260,2020/02/23 12:00:37
2101090011,0,96,2020/02/23 12:00:37
2101100227,0,243,2020/02/23 12:00:37
2101110027,1,172,2020/02/23 12:00:37
2101120014,1,376,2020/02/23 12:00:37
2101150012,1,295,2020/02/23 12:00:37
2101161033,0,332,2020/02/23 12:00:37
2101170050,0,404,2020/02/23 12:00:37
2101180038,0,264,2020/02/23 12:00:37
2101191068,0,316,2020/02/23 12:00:37
2101200017,7,380,2020/02/23 12:00:37
2303240013,810,678,2020/02/23 12:00:37
2311010010,319,691,2020/02/23 12:00:37
2311020016,50,633,2020/02/23 12:00:37
2311030012,614,762,2020/02/23 12:00:37
2311040018,78,718,2020/02/23 12:00:37
2311050014,566,736,2020/02/23 12:00:37
2311060010,0,100,2020/02/23 12:00:37
2311070016,559,875,2020/02/23 12:00:37
2312010014,0,284,2020/02/23 12:00:37
2312041028,0,196,2020/02/23 12:00:37
2312050018,432,594,2020/02/23 12:00:37
2317020010,136,456,2020/02/23 12:00:37
2317040012,0,352,2020/02/23 12:00:37
2317050018,446,628,2020/02/23 12:00:37
2317060014,328,670,2020/02/23 12:00:37
2317070010,30,378,2020/02/23 12:00:37
2317080016,470,634,2020/02/23 12:00:37
2317081022,0,528,2020/02/23 12:00:37
2321010013,792,744,2020/02/23 12:00:37
2321020019,232,626,2020/02/23 12:00:37
2321030015,1101,771,2020/02/23 12:00:37
2321040011,980,663,2020/02/23 12:00:37
2321060013,190,564,2020/02/23 12:00:37
2321070019,772,658,2020/02/23 12:00:37
2322010017,943,704,2020/02/23 12:00:37
2322020013,532,596,2020/02/23 12:00:37
2331070012,0,268,2020/02/23 12:00:37
2331080018,1,354,2020/02/23 12:00:37
2331090014,194,544,2020/02/23 12:00:37
2331100015,122,398,2020/02/23 12:00:37
2331120017,0,428,2020/02/23 12:00:37
2331150015,44,288,2020/02/23 12:00:37
2331160011,452,458,2020/02/23 12:00:37
2331170017,26,286,2020/02/23 12:00:37
2331180013,0,590,2020/02/23 12:00:37
2331190019,0,604,2020/02/23 12:00:37
2331200010,0,148,2020/02/23 12:00:37
2331210016,0,163,2020/02/23 12:00:37
2331220012,312,632,2020/02/23 12:00:37
2331230018,34,332,2020/02/23 12:00:37
2331240014,102,984,2020/02/23 12:00:37
2331250010,474,780,2020/02/23 12:00:37
2331260016,2,592,2020/02/23 12:00:37
2331270012,0,510,2020/02/23 12:00:37
2331280018,0,601,2020/02/23 12:00:37
2331290014,85,408,2020/02/23 12:00:37
2332030012,1,376,2020/02/23 12:00:37
2332040018,170,436,2020/02/23 12:00:37
2332060010,0,564,2020/02/23 12:00:37
2332080012,0,276,2020/02/23 12:00:37
2332090018,0,368,2020/02/23 12:00:37
2332100019,0,324,2020/02/23 12:00:37
2332110015,0,170,2020/02/23 12:00:37
2332120011,484,682,2020/02/23 12:00:37
2332130017,232,340,2020/02/23 12:00:37
2333070010,4,208,2020/02/23 12:00:37
2333100013,1,172,2020/02/23 12:00:37
2333110019,0,608,2020/02/23 12:00:37
2333120015,1,625,2020/02/23 12:00:37
2333130011,764,616,2020/02/23 12:00:37
2333140017,1152,719,2020/02/23 12:00:37
2334010018,166,475,2020/02/23 12:00:37
2334020014,162,682,2020/02/23 12:00:37
2334030010,470,640,2020/02/23 12:00:37
2334040016,310,584,2020/02/23 12:00:37
2334050012,0,346,2020/02/23 12:00:37
2334060018,165,369,2020/02/23 12:00:37
2334070014,214,650,2020/02/23 12:00:37
2334081026,60,552,2020/02/23 12:00:37
2334090016,154,529,2020/02/23 12:00:37
2334100017,124,518,2020/02/23 12:00:37
2334110013,403,710,2020/02/23 12:00:37
2334120019,786,594,2020/02/23 12:00:37
2335010012,2,566,2020/02/23 12:00:37
2335020018,0,376,2020/02/23 12:00:37
2335030014,0,118,2020/02/23 12:00:37
2335040010,0,223,2020/02/23 12:00:37
2335050016,0,44,2020/02/23 12:00:37
2335060012,0,400,2020/02/23 12:00:37
2335070018,390,576,2020/02/23 12:00:37
2335080014,240,280,2020/02/23 12:00:37
2335090010,0,146,2020/02/23 12:00:37
2335100011,0,268,2020/02/23 12:00:37
2335110017,12,362,2020/02/23 12:00:37
2335120013,4,410,2020/02/23 12:00:37
2335130019,0,444,2020/02/23 12:00:37
2335140015,262,616,2020/02/23 12:00:37
2335150011,0,75,2020/02/23 12:00:37
2335160017,49,476,2020/02/23 12:00:37
2335170013,140,652,2020/02/23 12:00:37
2335180019,0,485,2020/02/23 12:00:37
2336010016,1,410,2020/02/23 12:00:37
2336020012,418,778,2020/02/23 12:00:37
2336030018,0,388,2020/02/23 12:00:37
2336040014,0,350,2020/02/23 12:00:37
2336050010,142,346,2020/02/23 12:00:37
2336070012,0,358,2020/02/23 12:00:37
2336080018,0,2,2020/02/23 12:00:37
2336090014,0,444,2020/02/23 12:00:37
2336100015,0,352,2020/02/23 12:00:37
2336110011,56,530,2020/02/23 12:00:37
2336120017,0,566,2020/02/23 12:00:37
2336130013,0,536,2020/02/23 12:00:37
2336140019,90,540,2020/02/23 12:00:37
2336150015,0,588,2020/02/23 12:00:37
