醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5901200141,0,42,2020/02/10 18:00:38
5901200187,224,64,2020/02/10 18:00:38
5901200490,0,62,2020/02/10 18:00:38
5901200534,0,54,2020/02/10 18:00:38
5901201540,0,24,2020/02/10 18:00:38
5901201568,8,0,2020/02/10 18:00:38
5901201675,2,28,2020/02/10 18:00:38
5901201728,0,28,2020/02/10 18:00:38
5901201746,0,4,2020/02/10 18:00:38
5901201755,0,70,2020/02/10 18:00:38
5901201826,0,50,2020/02/10 18:00:38
5901201835,4,16,2020/02/10 18:00:38
5901201871,0,28,2020/02/10 18:00:38
5901201951,0,46,2020/02/10 18:00:38
5901202047,2,0,2020/02/10 18:00:38
5901202154,0,24,2020/02/10 18:00:38
5901202216,0,48,2020/02/10 18:00:38
5901202583,0,34,2020/02/10 18:00:38
5901202592,0,61,2020/02/10 18:00:38
5901202627,0,52,2020/02/10 18:00:38
5901202645,0,44,2020/02/10 18:00:38
5901202654,0,20,2020/02/10 18:00:38
5901202672,1,30,2020/02/10 18:00:38
5901202752,0,38,2020/02/10 18:00:38
5901202789,0,24,2020/02/10 18:00:38
5901202841,23,24,2020/02/10 18:00:38
5901202850,0,29,2020/02/10 18:00:38
5901202958,0,8,2020/02/10 18:00:38
5901202976,0,15,2020/02/10 18:00:38
5901202994,0,12,2020/02/10 18:00:38
5901203026,0,38,2020/02/10 18:00:38
5901203044,10,6,2020/02/10 18:00:38
5901203071,0,20,2020/02/10 18:00:38
5901203080,0,24,2020/02/10 18:00:38
5901203106,0,34,2020/02/10 18:00:38
5901203124,26,0,2020/02/10 18:00:38
5901203160,16,2,2020/02/10 18:00:38
5901203179,0,26,2020/02/10 18:00:38
5901203188,0,24,2020/02/10 18:00:38
5901203204,8,180,2020/02/10 18:00:38
5901203213,4,10,2020/02/10 18:00:38
5901203222,0,10,2020/02/10 18:00:38
5901203240,0,18,2020/02/10 18:00:38
5901203259,0,38,2020/02/10 18:00:38
5901203268,0,40,2020/02/10 18:00:38
5901203277,58,46,2020/02/10 18:00:38
5901203286,8,43,2020/02/10 18:00:38
5901203295,0,4,2020/02/10 18:00:38
5901203320,0,38,2020/02/10 18:00:38
5902010016,0,10,2020/02/10 18:00:38
5902010025,0,34,2020/02/10 18:00:38
5902010132,0,92,2020/02/10 18:00:38
5902011308,4,28,2020/02/10 18:00:38
5902011326,4,32,2020/02/10 18:00:38
5902011335,0,130,2020/02/10 18:00:38
5902020012,0,68,2020/02/10 18:00:38
5902021153,0,54,2020/02/10 18:00:38
5902021233,0,56,2020/02/10 18:00:38
5902021242,2,40,2020/02/10 18:00:38
5902021331,0,54,2020/02/10 18:00:38
5902021377,0,56,2020/02/10 18:00:38
5902022669,22,18,2020/02/10 18:00:38
5902022687,0,20,2020/02/10 18:00:38
5902022721,0,42,2020/02/10 18:00:38
5902022749,34,108,2020/02/10 18:00:38
5902022794,0,38,2020/02/10 18:00:38
5902022801,8,16,2020/02/10 18:00:38
5902022829,0,18,2020/02/10 18:00:38
5902022874,0,66,2020/02/10 18:00:38
5902022892,66,56,2020/02/10 18:00:38
5902022972,34,64,2020/02/10 18:00:38
5902030090,0,28,2020/02/10 18:00:38
5902030205,4,176,2020/02/10 18:00:38
5902030269,4,66,2020/02/10 18:00:38
5902030287,8,88,2020/02/10 18:00:38
5902030303,1,56,2020/02/10 18:00:38
5902030312,0,26,2020/02/10 18:00:38
5902030410,0,54,2020/02/10 18:00:38
5902030634,60,76,2020/02/10 18:00:38
5902030643,2,52,2020/02/10 18:00:38
5902031882,2,44,2020/02/10 18:00:38
5902031999,4,168,2020/02/10 18:00:38
5902032174,0,174,2020/02/10 18:00:38
5902032218,2,52,2020/02/10 18:00:38
5902032227,0,50,2020/02/10 18:00:38
5902032370,0,44,2020/02/10 18:00:38
5902032432,8,46,2020/02/10 18:00:38
5902032441,0,140,2020/02/10 18:00:38
5902032450,0,38,2020/02/10 18:00:38
5902032487,12,52,2020/02/10 18:00:38
5902032521,0,74,2020/02/10 18:00:38
5902032530,19,98,2020/02/10 18:00:38
5902032647,8,42,2020/02/10 18:00:38
5902032665,140,132,2020/02/10 18:00:38
5902032674,16,68,2020/02/10 18:00:38
5902040014,22,33,2020/02/10 18:00:38
5902040041,1,76,2020/02/10 18:00:38
5902040050,6,0,2020/02/10 18:00:38
5902040069,0,8,2020/02/10 18:00:38
5902040087,1,60,2020/02/10 18:00:38
5902040096,0,4,2020/02/10 18:00:38
5902040112,0,16,2020/02/10 18:00:38
5902040158,0,10,2020/02/10 18:00:38
5902040185,0,14,2020/02/10 18:00:38
5902040210,0,30,2020/02/10 18:00:38
5902040229,0,30,2020/02/10 18:00:38
5902040238,14,30,2020/02/10 18:00:38
5902040274,8,68,2020/02/10 18:00:38
5902040498,0,64,2020/02/10 18:00:38
5902040532,12,76,2020/02/10 18:00:38
5902041226,6,72,2020/02/10 18:00:38
5902042269,6,52,2020/02/10 18:00:38
5902042376,0,48,2020/02/10 18:00:38
5902042447,6,0,2020/02/10 18:00:38
5902042563,0,42,2020/02/10 18:00:38
5902042590,16,26,2020/02/10 18:00:38
5902042657,2,40,2020/02/10 18:00:38
5902042661,0,8,2020/02/10 18:00:38
5902042714,0,48,2020/02/10 18:00:38
5902042769,4,18,2020/02/10 18:00:38
5902050092,10,68,2020/02/10 18:00:38
5902050154,0,90,2020/02/10 18:00:38
5902050298,0,54,2020/02/10 18:00:38
5902050350,204,90,2020/02/10 18:00:38
5902050378,0,80,2020/02/10 18:00:38
5902050387,10,106,2020/02/10 18:00:38
5902050412,196,108,2020/02/10 18:00:38
5902050467,2,98,2020/02/10 18:00:38
5902050565,0,92,2020/02/10 18:00:38
5902050592,0,104,2020/02/10 18:00:38
5902050636,0,134,2020/02/10 18:00:38
5902050681,0,74,2020/02/10 18:00:38
5902050770,0,54,2020/02/10 18:00:38
5902050798,20,108,2020/02/10 18:00:38
5902050903,0,24,2020/02/10 18:00:38
5902050912,46,66,2020/02/10 18:00:38
5902050958,18,50,2020/02/10 18:00:38
5902051222,0,96,2020/02/10 18:00:38
5902051240,0,68,2020/02/10 18:00:38
5902051268,0,28,2020/02/10 18:00:38
5902051642,0,79,2020/02/10 18:00:38
5902051786,0,154,2020/02/10 18:00:38
5902051866,0,54,2020/02/10 18:00:38
5902053833,0,20,2020/02/10 18:00:38
5902054689,22,108,2020/02/10 18:00:38
5902054741,0,60,2020/02/10 18:00:38
5902054858,0,48,2020/02/10 18:00:38
5902055480,8,42,2020/02/10 18:00:38
5902056638,0,50,2020/02/10 18:00:38
5902056692,80,125,2020/02/10 18:00:38
5902056718,28,126,2020/02/10 18:00:38
5902056754,2,102,2020/02/10 18:00:38
5902056807,0,34,2020/02/10 18:00:38
5902056825,0,118,2020/02/10 18:00:38
5902056923,6,52,2020/02/10 18:00:38
5902057126,0,68,2020/02/10 18:00:38
5902057144,0,32,2020/02/10 18:00:38
5902057162,0,72,2020/02/10 18:00:38
5902057368,201,52,2020/02/10 18:00:38
5902057484,0,80,2020/02/10 18:00:38
5902057493,3,82,2020/02/10 18:00:38
5902057500,8,58,2020/02/10 18:00:38
5902057519,0,42,2020/02/10 18:00:38
5902057546,0,64,2020/02/10 18:00:38
5902057680,0,32,2020/02/10 18:00:38
5902057733,0,56,2020/02/10 18:00:38
5902057822,0,26,2020/02/10 18:00:38
5902057831,12,76,2020/02/10 18:00:38
5902057902,0,76,2020/02/10 18:00:38
5902057920,0,28,2020/02/10 18:00:38
5902057939,0,50,2020/02/10 18:00:38
5902057948,0,42,2020/02/10 18:00:38
5902060025,4,38,2020/02/10 18:00:38
5902060132,0,56,2020/02/10 18:00:38
5902060150,0,80,2020/02/10 18:00:38
5902061540,9,42,2020/02/10 18:00:38
5902061577,0,36,2020/02/10 18:00:38
5902061899,0,76,2020/02/10 18:00:38
5902071528,0,94,2020/02/10 18:00:38
5902071537,0,80,2020/02/10 18:00:38
5902071546,0,60,2020/02/10 18:00:38
5902080036,0,84,2020/02/10 18:00:38
5902080287,0,54,2020/02/10 18:00:38
5902080312,2,102,2020/02/10 18:00:38
5902080376,2,88,2020/02/10 18:00:38
5902080465,0,92,2020/02/10 18:00:38
5902080474,0,86,2020/02/10 18:00:38
5902080518,0,30,2020/02/10 18:00:38
5902080527,0,56,2020/02/10 18:00:38
5902080545,0,8,2020/02/10 18:00:38
5902080616,0,68,2020/02/10 18:00:38
5902080741,0,80,2020/02/10 18:00:38
5902080803,0,110,2020/02/10 18:00:38
5902080858,8,136,2020/02/10 18:00:38
5902081015,0,40,2020/02/10 18:00:38
5902081186,0,44,2020/02/10 18:00:38
5902081328,0,32,2020/02/10 18:00:38
5902083457,0,12,2020/02/10 18:00:38
5902083582,1,8,2020/02/10 18:00:38
5902083591,0,128,2020/02/10 18:00:38
5902084703,0,24,2020/02/10 18:00:38
5902084749,2,134,2020/02/10 18:00:38
5902084776,0,80,2020/02/10 18:00:38
5902084785,0,34,2020/02/10 18:00:38
5902084801,0,120,2020/02/10 18:00:38
5902085031,0,48,2020/02/10 18:00:38
5902085139,0,50,2020/02/10 18:00:38
5902085148,2,64,2020/02/10 18:00:38
5902085166,2,38,2020/02/10 18:00:38
5902085184,72,52,2020/02/10 18:00:38
5902085228,14,124,2020/02/10 18:00:38
5902085308,4,48,2020/02/10 18:00:38
5902085344,2,70,2020/02/10 18:00:38
5902085371,0,67,2020/02/10 18:00:38
5902090032,1,92,2020/02/10 18:00:38
5902090087,0,44,2020/02/10 18:00:38
5902090103,2,82,2020/02/10 18:00:38
5902090121,2,62,2020/02/10 18:00:38
5902090167,22,130,2020/02/10 18:00:38
5902090363,3,60,2020/02/10 18:00:38
5902090765,0,76,2020/02/10 18:00:38
5902090827,0,28,2020/02/10 18:00:38
5902090970,1,76,2020/02/10 18:00:38
5902091128,16,4,2020/02/10 18:00:38
5902092205,0,1,2020/02/10 18:00:38
5902092296,23,102,2020/02/10 18:00:38
5902092321,0,52,2020/02/10 18:00:38
5902092358,24,14,2020/02/10 18:00:38
5902092410,4,100,2020/02/10 18:00:38
5902092492,0,70,2020/02/10 18:00:38
5902092554,1,64,2020/02/10 18:00:38
5902092572,34,112,2020/02/10 18:00:38
5902092643,0,34,2020/02/10 18:00:38
5902092787,0,72,2020/02/10 18:00:38
5902092887,0,20,2020/02/10 18:00:38
5902092896,0,20,2020/02/10 18:00:38
5902092910,1,62,2020/02/10 18:00:38
5902092956,0,239,2020/02/10 18:00:38
5902100033,14,80,2020/02/10 18:00:38
5902100042,0,38,2020/02/10 18:00:38
5902101094,2,12,2020/02/10 18:00:38
5902110066,0,36,2020/02/10 18:00:38
5902110093,0,26,2020/02/10 18:00:38
5902110244,14,34,2020/02/10 18:00:38
5902110299,4,2,2020/02/10 18:00:38
5902110422,0,59,2020/02/10 18:00:38
5902110431,200,124,2020/02/10 18:00:38
5902110593,2,56,2020/02/10 18:00:38
5902110600,0,4,2020/02/10 18:00:38
5902110628,2,2,2020/02/10 18:00:38
5902111661,0,50,2020/02/10 18:00:38
5902111670,6,4,2020/02/10 18:00:38
5902111698,10,42,2020/02/10 18:00:38
5902111796,4,8,2020/02/10 18:00:38
5902111938,0,14,2020/02/10 18:00:38
5903010010,0,56,2020/02/10 18:00:38
5903010038,0,6,2020/02/10 18:00:38
5903010056,0,32,2020/02/10 18:00:38
5903010118,0,22,2020/02/10 18:00:38
5903010181,0,58,2020/02/10 18:00:38
5903010261,0,4,2020/02/10 18:00:38
5903010289,0,6,2020/02/10 18:00:38
5903010305,200,50,2020/02/10 18:00:38
5903010314,102,40,2020/02/10 18:00:38
5903010332,201,54,2020/02/10 18:00:38
5903010350,8,4,2020/02/10 18:00:38
5903010387,60,88,2020/02/10 18:00:38
5903010403,24,44,2020/02/10 18:00:38
5903010412,0,2,2020/02/10 18:00:38
5903010430,0,34,2020/02/10 18:00:38
5903010449,0,88,2020/02/10 18:00:38
5903010458,0,36,2020/02/10 18:00:38
5903010467,0,88,2020/02/10 18:00:38
5903010494,108,34,2020/02/10 18:00:38
5903020034,0,16,2020/02/10 18:00:38
5903020052,2,0,2020/02/10 18:00:38
5903030012,4,2,2020/02/10 18:00:38
5903030030,0,14,2020/02/10 18:00:38
5903030058,0,6,2020/02/10 18:00:38
5903030067,0,10,2020/02/10 18:00:38
5903030076,21,22,2020/02/10 18:00:38
5903030085,0,28,2020/02/10 18:00:38
5903030110,0,6,2020/02/10 18:00:38
5903030138,8,56,2020/02/10 18:00:38
5903030156,0,10,2020/02/10 18:00:38
5903030174,0,38,2020/02/10 18:00:38
5903030192,0,2,2020/02/10 18:00:38
5903040036,0,2,2020/02/10 18:00:38
5903040045,0,18,2020/02/10 18:00:38
5903040063,188,46,2020/02/10 18:00:38
5903050050,0,28,2020/02/10 18:00:38
5903050103,0,12,2020/02/10 18:00:38
5903050149,0,14,2020/02/10 18:00:38
5903050176,0,24,2020/02/10 18:00:38
5903050185,2,10,2020/02/10 18:00:38
5903050194,0,20,2020/02/10 18:00:38
5903050210,0,32,2020/02/10 18:00:38
5903050229,0,40,2020/02/10 18:00:38
5903060038,0,2,2020/02/10 18:00:38
5903070016,4,20,2020/02/10 18:00:38
5903070025,0,14,2020/02/10 18:00:38
5903070043,16,40,2020/02/10 18:00:38
5903070052,108,64,2020/02/10 18:00:38
5903070061,0,2,2020/02/10 18:00:38
5903070089,2,34,2020/02/10 18:00:38
5903070105,0,21,2020/02/10 18:00:38
5903070141,0,26,2020/02/10 18:00:38
5903080030,0,10,2020/02/10 18:00:38
5903080094,0,4,2020/02/10 18:00:38
5903090054,0,34,2020/02/10 18:00:38
5903090072,16,28,2020/02/10 18:00:38
5903090116,0,50,2020/02/10 18:00:38
5903090125,0,30,2020/02/10 18:00:38
5903090134,6,42,2020/02/10 18:00:38
5903090152,6,22,2020/02/10 18:00:38
5903090189,2,0,2020/02/10 18:00:38
5903090223,0,84,2020/02/10 18:00:38
5903090303,0,58,2020/02/10 18:00:38
5903090312,0,16,2020/02/10 18:00:38
5903090330,50,18,2020/02/10 18:00:38
5903090349,0,20,2020/02/10 18:00:38
5903090358,0,10,2020/02/10 18:00:38
5903090367,10,14,2020/02/10 18:00:38
5903100019,0,20,2020/02/10 18:00:38
5903100046,2,26,2020/02/10 18:00:38
5903100055,0,4,2020/02/10 18:00:38
5903100064,0,2,2020/02/10 18:00:38
5903100082,2,12,2020/02/10 18:00:38
5903100091,2,0,2020/02/10 18:00:38
5903100108,10,4,2020/02/10 18:00:38
5903130026,0,12,2020/02/10 18:00:38
5903140013,4,32,2020/02/10 18:00:38
5903140022,0,43,2020/02/10 18:00:38
5903150019,0,12,2020/02/10 18:00:38
5903150028,6,0,2020/02/10 18:00:38
5903150037,0,16,2020/02/10 18:00:38
5903150055,0,84,2020/02/10 18:00:38
5903150091,14,54,2020/02/10 18:00:38
5903150108,0,10,2020/02/10 18:00:38
5903150117,30,4,2020/02/10 18:00:38
5903150126,4,18,2020/02/10 18:00:38
5903160015,5,54,2020/02/10 18:00:38
5903160033,0,20,2020/02/10 18:00:38
5903160042,14,30,2020/02/10 18:00:38
5903160079,0,18,2020/02/10 18:00:38
5903160088,0,22,2020/02/10 18:00:38
5903160097,14,26,2020/02/10 18:00:38
5903170020,0,36,2020/02/10 18:00:38
5903170048,48,38,2020/02/10 18:00:38
5903170066,0,26,2020/02/10 18:00:38
5903170093,1,12,2020/02/10 18:00:38
5903170100,30,20,2020/02/10 18:00:38
5903180062,0,32,2020/02/10 18:00:38
5903180115,0,28,2020/02/10 18:00:38
5903180133,0,46,2020/02/10 18:00:38
5903180142,0,22,2020/02/10 18:00:38
5903190022,0,40,2020/02/10 18:00:38
5903190077,0,8,2020/02/10 18:00:38
5903190086,0,24,2020/02/10 18:00:38
5903190139,6,20,2020/02/10 18:00:38
5903190148,0,20,2020/02/10 18:00:38
5903190184,20,10,2020/02/10 18:00:38
5903190193,0,26,2020/02/10 18:00:38
5903190228,2,6,2020/02/10 18:00:38
5903190264,0,12,2020/02/10 18:00:38
5903190273,0,24,2020/02/10 18:00:38
5903190282,0,52,2020/02/10 18:00:38
5903190291,6,0,2020/02/10 18:00:38
5903190308,0,84,2020/02/10 18:00:38
5903190317,12,16,2020/02/10 18:00:38
5903190326,102,14,2020/02/10 18:00:38
5903190335,0,26,2020/02/10 18:00:38
5903190353,101,90,2020/02/10 18:00:38
5903190362,0,80,2020/02/10 18:00:38
5903190380,168,60,2020/02/10 18:00:38
5903190433,36,14,2020/02/10 18:00:38
5903190442,0,26,2020/02/10 18:00:38
5903190488,0,32,2020/02/10 18:00:38
5903190497,0,24,2020/02/10 18:00:38
5903190513,0,8,2020/02/10 18:00:38
5903190522,4,8,2020/02/10 18:00:38
5903190531,0,14,2020/02/10 18:00:38
5903190559,162,68,2020/02/10 18:00:38
5903190577,0,76,2020/02/10 18:00:38
5903200023,102,92,2020/02/10 18:00:38
5903200069,4,0,2020/02/10 18:00:38
5903200096,202,76,2020/02/10 18:00:38
5903200121,0,36,2020/02/10 18:00:38
5903200130,0,38,2020/02/10 18:00:38
5903200149,2,24,2020/02/10 18:00:38
5903200158,0,48,2020/02/10 18:00:38
5903200176,6,6,2020/02/10 18:00:38
5903200194,4,30,2020/02/10 18:00:38
5903200210,4,64,2020/02/10 18:00:38
5903200229,0,28,2020/02/10 18:00:38
5903200318,0,32,2020/02/10 18:00:38
5903200372,0,2,2020/02/10 18:00:38
5903200425,0,30,2020/02/10 18:00:38
5903200461,27,66,2020/02/10 18:00:38
5903200514,0,17,2020/02/10 18:00:38
5903200541,6,24,2020/02/10 18:00:38
5903200550,2,29,2020/02/10 18:00:38
5903200569,0,50,2020/02/10 18:00:38
5903200578,18,32,2020/02/10 18:00:38
5903200587,0,14,2020/02/10 18:00:38
5903200596,2,2,2020/02/10 18:00:38
5903200603,4,36,2020/02/10 18:00:38
5903200621,0,29,2020/02/10 18:00:38
5903200630,45,88,2020/02/10 18:00:38
5903200649,6,30,2020/02/10 18:00:38
5903200658,2,8,2020/02/10 18:00:38
5903200667,14,25,2020/02/10 18:00:38
5903200676,0,22,2020/02/10 18:00:38
5903220061,0,36,2020/02/10 18:00:38
5903220105,0,92,2020/02/10 18:00:38
5903220132,0,82,2020/02/10 18:00:38
5903220141,0,119,2020/02/10 18:00:38
5903220150,36,28,2020/02/10 18:00:38
5903220169,20,122,2020/02/10 18:00:38
5903230030,0,34,2020/02/10 18:00:38
5903230085,6,42,2020/02/10 18:00:38
5903230094,2,38,2020/02/10 18:00:38
5903230156,0,38,2020/02/10 18:00:38
5903230165,0,67,2020/02/10 18:00:38
5903230183,30,68,2020/02/10 18:00:38
5903240090,38,82,2020/02/10 18:00:38
5903240143,0,36,2020/02/10 18:00:38
5903240152,4,102,2020/02/10 18:00:38
5903240170,0,74,2020/02/10 18:00:38
5903240198,0,52,2020/02/10 18:00:38
5903240205,0,22,2020/02/10 18:00:38
5903240278,0,18,2020/02/10 18:00:38
5903240287,0,24,2020/02/10 18:00:38
5903240330,0,102,2020/02/10 18:00:38
5903240358,0,82,2020/02/10 18:00:38
5903240367,2,52,2020/02/10 18:00:38
5903240376,0,70,2020/02/10 18:00:38
5903240385,0,30,2020/02/10 18:00:38
5903240394,8,68,2020/02/10 18:00:38
5903240410,4,30,2020/02/10 18:00:38
5903250041,2,0,2020/02/10 18:00:38
5903250069,0,28,2020/02/10 18:00:38
5903250103,0,28,2020/02/10 18:00:38
5903250112,44,50,2020/02/10 18:00:38
5903250176,0,40,2020/02/10 18:00:38
5903250194,0,8,2020/02/10 18:00:38
5903250210,0,64,2020/02/10 18:00:38
5903250274,0,48,2020/02/10 18:00:38
5903250292,0,20,2020/02/10 18:00:38
5903250309,0,48,2020/02/10 18:00:38
5903250381,0,2,2020/02/10 18:00:38
5903250434,0,78,2020/02/10 18:00:38
5903250443,8,62,2020/02/10 18:00:38
5903250489,0,40,2020/02/10 18:00:38
5903250498,0,44,2020/02/10 18:00:38
5903250505,2,18,2020/02/10 18:00:38
5903250514,8,22,2020/02/10 18:00:38
5903260163,0,50,2020/02/10 18:00:38
5903260270,4,30,2020/02/10 18:00:38
5903260314,0,114,2020/02/10 18:00:38
5903260332,0,40,2020/02/10 18:00:38
5903260341,0,18,2020/02/10 18:00:38
5903260350,0,102,2020/02/10 18:00:38
5903260387,0,58,2020/02/10 18:00:38
5903260421,18,66,2020/02/10 18:00:38
5903260449,54,104,2020/02/10 18:00:38
5903260476,0,24,2020/02/10 18:00:38
5903260501,0,62,2020/02/10 18:00:38
5903260529,0,56,2020/02/10 18:00:38
5903260547,0,66,2020/02/10 18:00:38
5903260592,0,26,2020/02/10 18:00:38
5903260618,6,120,2020/02/10 18:00:38
5903260627,0,48,2020/02/10 18:00:38
5903260636,1,33,2020/02/10 18:00:38
5903260654,60,132,2020/02/10 18:00:38
5903260663,0,80,2020/02/10 18:00:38
5903260681,0,76,2020/02/10 18:00:38
5903260707,0,64,2020/02/10 18:00:38
5903260734,4,82,2020/02/10 18:00:38
5903260743,70,96,2020/02/10 18:00:38
5903260752,0,32,2020/02/10 18:00:38
5903260761,0,32,2020/02/10 18:00:38
5903260770,0,40,2020/02/10 18:00:38
5903260789,0,24,2020/02/10 18:00:38
5903260798,60,88,2020/02/10 18:00:38
5903260805,0,88,2020/02/10 18:00:38
5903270025,1,58,2020/02/10 18:00:38
5903270061,0,64,2020/02/10 18:00:38
5903270089,0,68,2020/02/10 18:00:38
5903270105,1,72,2020/02/10 18:00:38
5903270258,0,18,2020/02/10 18:00:38
5903270301,104,60,2020/02/10 18:00:38
5903270310,2,28,2020/02/10 18:00:38
5903270347,0,10,2020/02/10 18:00:38
5903270365,0,32,2020/02/10 18:00:38
5903270374,2,48,2020/02/10 18:00:38
5903270383,0,36,2020/02/10 18:00:38
5903270392,0,22,2020/02/10 18:00:38
5903270409,0,34,2020/02/10 18:00:38
5903270516,4,34,2020/02/10 18:00:38
5903270552,0,24,2020/02/10 18:00:38
5903270570,0,44,2020/02/10 18:00:38
5903270598,3,84,2020/02/10 18:00:38
5903270605,8,62,2020/02/10 18:00:38
5903270650,1,68,2020/02/10 18:00:38
5903270678,2,62,2020/02/10 18:00:38
5903270712,0,74,2020/02/10 18:00:38
5903270721,200,110,2020/02/10 18:00:38
5903270730,82,98,2020/02/10 18:00:38
5903270749,12,48,2020/02/10 18:00:38
5903270801,78,94,2020/02/10 18:00:38
5903270810,0,12,2020/02/10 18:00:38
5903270829,2,90,2020/02/10 18:00:38
5903270838,199,100,2020/02/10 18:00:38
5903270847,0,28,2020/02/10 18:00:38
5903270865,0,32,2020/02/10 18:00:38
5903270874,119,68,2020/02/10 18:00:38
5903270883,4,14,2020/02/10 18:00:38
5903270892,0,42,2020/02/10 18:00:38
5903270909,2,22,2020/02/10 18:00:38
5903270918,2,26,2020/02/10 18:00:38
5903270927,20,56,2020/02/10 18:00:38
5903270936,1,76,2020/02/10 18:00:38
5903270963,1,31,2020/02/10 18:00:38
5903271004,0,54,2020/02/10 18:00:38
5903271022,0,56,2020/02/10 18:00:38
5903271031,0,4,2020/02/10 18:00:38
5903271040,0,96,2020/02/10 18:00:38
5903271059,0,10,2020/02/10 18:00:38
5903271068,200,129,2020/02/10 18:00:38
5903271077,2,54,2020/02/10 18:00:38
5903271086,0,26,2020/02/10 18:00:38
5903271102,0,24,2020/02/10 18:00:38
5903280067,2,64,2020/02/10 18:00:38
5903280101,0,64,2020/02/10 18:00:38
5903280165,6,40,2020/02/10 18:00:38
5903280245,0,4,2020/02/10 18:00:38
5903280325,6,22,2020/02/10 18:00:38
5903280334,2,2,2020/02/10 18:00:38
5903280361,0,42,2020/02/10 18:00:38
5903280398,0,52,2020/02/10 18:00:38
5903280450,0,30,2020/02/10 18:00:38
5903280487,42,102,2020/02/10 18:00:38
5903280521,0,32,2020/02/10 18:00:38
5903280567,0,54,2020/02/10 18:00:38
5903280576,0,30,2020/02/10 18:00:38
5903280585,0,64,2020/02/10 18:00:38
5903280594,26,8,2020/02/10 18:00:38
5903280601,0,32,2020/02/10 18:00:38
5903280638,50,60,2020/02/10 18:00:38
5903280647,0,54,2020/02/10 18:00:38
5903280656,2,62,2020/02/10 18:00:38
5903280665,4,28,2020/02/10 18:00:38
5903280683,0,4,2020/02/10 18:00:38
5903280692,10,46,2020/02/10 18:00:38
5903280718,8,88,2020/02/10 18:00:38
5903280727,0,16,2020/02/10 18:00:38
5903280736,50,6,2020/02/10 18:00:38
5903280745,30,68,2020/02/10 18:00:38
5903280763,0,30,2020/02/10 18:00:38
5903280781,4,38,2020/02/10 18:00:38
5903290045,0,14,2020/02/10 18:00:38
5903290063,114,46,2020/02/10 18:00:38
5903290090,2,60,2020/02/10 18:00:38
5903290125,0,58,2020/02/10 18:00:38
5903290198,0,8,2020/02/10 18:00:38
5903290232,0,32,2020/02/10 18:00:38
5903290312,12,44,2020/02/10 18:00:38
5903290385,4,52,2020/02/10 18:00:38
5903290394,0,26,2020/02/10 18:00:38
5903290456,2,70,2020/02/10 18:00:38
5903290483,0,39,2020/02/10 18:00:38
5903290518,2,32,2020/02/10 18:00:38
5903290572,0,30,2020/02/10 18:00:38
5903290607,0,2,2020/02/10 18:00:38
5903290625,182,78,2020/02/10 18:00:38
5903290661,16,76,2020/02/10 18:00:38
5903290689,14,22,2020/02/10 18:00:38
5903290714,20,38,2020/02/10 18:00:38
5903290723,54,116,2020/02/10 18:00:38
5903290750,0,58,2020/02/10 18:00:38
5903290778,0,66,2020/02/10 18:00:38
5903290787,0,6,2020/02/10 18:00:38
5903290796,142,36,2020/02/10 18:00:38
5903290803,20,0,2020/02/10 18:00:38
5903290821,10,58,2020/02/10 18:00:38
5903290830,0,22,2020/02/10 18:00:38
5903290849,0,54,2020/02/10 18:00:38
5903290876,202,74,2020/02/10 18:00:38
5903290885,0,12,2020/02/10 18:00:38
5903290894,0,22,2020/02/10 18:00:38
5903290901,0,4,2020/02/10 18:00:38
5903290929,0,34,2020/02/10 18:00:38
5903290938,28,100,2020/02/10 18:00:38
5903290947,0,76,2020/02/10 18:00:38
5903290956,0,14,2020/02/10 18:00:38
5903290965,2,40,2020/02/10 18:00:38
5903290974,0,46,2020/02/10 18:00:38
5903290983,0,52,2020/02/10 18:00:38
5905010018,50,106,2020/02/10 18:00:38
5905010027,40,84,2020/02/10 18:00:38
5905010036,0,20,2020/02/10 18:00:38
5905010045,178,78,2020/02/10 18:00:38
5905010063,20,8,2020/02/10 18:00:38
5905010072,55,134,2020/02/10 18:00:38
5905010090,168,96,2020/02/10 18:00:38
5905010107,20,68,2020/02/10 18:00:38
5905010116,0,38,2020/02/10 18:00:38
5905010125,0,40,2020/02/10 18:00:38
5905010134,92,114,2020/02/10 18:00:38
5905010143,0,14,2020/02/10 18:00:38
5905010152,52,102,2020/02/10 18:00:38
5905010161,86,60,2020/02/10 18:00:38
5905010189,68,14,2020/02/10 18:00:38
5905010214,196,146,2020/02/10 18:00:38
5905020014,0,29,2020/02/10 18:00:38
5905030010,2,36,2020/02/10 18:00:38
5905030038,2,50,2020/02/10 18:00:38
5905030065,0,20,2020/02/10 18:00:38
