醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,851,461,2020/02/18 10:00:35
0291010010,0,170,2020/02/18 10:00:35
2303240013,0,36,2020/02/18 10:00:35
2311010010,0,60,2020/02/18 10:00:35
2311020016,0,42,2020/02/18 10:00:35
2311030012,0,68,2020/02/18 10:00:35
2311040018,0,78,2020/02/18 10:00:35
2311050014,60,58,2020/02/18 10:00:35
2311060010,2,80,2020/02/18 10:00:35
2311070016,1,76,2020/02/18 10:00:35
2312010014,2,0,2020/02/18 10:00:35
2312041028,200,50,2020/02/18 10:00:35
2317020010,0,48,2020/02/18 10:00:35
2317040012,0,54,2020/02/18 10:00:35
2317050018,2,48,2020/02/18 10:00:35
2317060014,0,54,2020/02/18 10:00:35
2317070010,0,34,2020/02/18 10:00:35
2317080016,0,52,2020/02/18 10:00:35
2317081022,0,38,2020/02/18 10:00:35
2321010013,196,98,2020/02/18 10:00:35
2321020019,196,98,2020/02/18 10:00:35
2321030015,293,127,2020/02/18 10:00:35
2321040011,200,103,2020/02/18 10:00:35
2321060013,244,86,2020/02/18 10:00:35
2321070019,18,90,2020/02/18 10:00:35
2331070012,0,20,2020/02/18 10:00:35
2331080018,0,74,2020/02/18 10:00:35
2331090014,0,64,2020/02/18 10:00:35
2331100015,0,64,2020/02/18 10:00:35
2331120017,0,54,2020/02/18 10:00:35
2331150015,42,56,2020/02/18 10:00:35
2331160011,0,24,2020/02/18 10:00:35
2331170017,0,62,2020/02/18 10:00:35
2331180013,22,102,2020/02/18 10:00:35
2331190019,0,86,2020/02/18 10:00:35
2331200010,4,16,2020/02/18 10:00:35
2331210016,0,44,2020/02/18 10:00:35
2331220012,122,120,2020/02/18 10:00:35
2331230018,0,66,2020/02/18 10:00:35
2331240014,0,424,2020/02/18 10:00:35
2331250010,4,118,2020/02/18 10:00:35
2331260016,4,254,2020/02/18 10:00:35
2331270012,74,96,2020/02/18 10:00:35
2331280018,4,95,2020/02/18 10:00:35
2331290014,8,103,2020/02/18 10:00:35
2332030012,200,50,2020/02/18 10:00:35
2332110015,0,22,2020/02/18 10:00:35
2332120011,0,58,2020/02/18 10:00:35
2332130017,298,136,2020/02/18 10:00:35
2333070010,0,122,2020/02/18 10:00:35
2333100013,1,84,2020/02/18 10:00:35
2333110019,4,54,2020/02/18 10:00:35
2333120015,15,320,2020/02/18 10:00:35
2333130011,292,104,2020/02/18 10:00:35
2333140017,632,276,2020/02/18 10:00:35
2334010018,0,40,2020/02/18 10:00:35
2334020014,0,74,2020/02/18 10:00:35
2334030010,0,68,2020/02/18 10:00:35
2334040016,0,48,2020/02/18 10:00:35
2334050012,0,46,2020/02/18 10:00:35
2334060018,0,38,2020/02/18 10:00:35
2334070014,0,38,2020/02/18 10:00:35
2334081026,0,110,2020/02/18 10:00:35
2334090016,0,70,2020/02/18 10:00:35
2334100017,4,106,2020/02/18 10:00:35
2334110013,19,312,2020/02/18 10:00:35
2334120019,48,80,2020/02/18 10:00:35
2335010012,0,108,2020/02/18 10:00:35
2335020018,0,36,2020/02/18 10:00:35
2335030014,0,24,2020/02/18 10:00:35
2335040010,0,12,2020/02/18 10:00:35
2335050016,0,6,2020/02/18 10:00:35
2335060012,0,54,2020/02/18 10:00:35
2335070018,174,88,2020/02/18 10:00:35
2335080014,0,20,2020/02/18 10:00:35
2335090010,0,54,2020/02/18 10:00:35
2335100011,0,54,2020/02/18 10:00:35
2335110017,6,158,2020/02/18 10:00:35
2335120013,0,78,2020/02/18 10:00:35
2335130019,2,38,2020/02/18 10:00:35
2335140015,38,104,2020/02/18 10:00:35
2335150011,0,50,2020/02/18 10:00:35
2335160017,0,72,2020/02/18 10:00:35
2335170013,27,280,2020/02/18 10:00:35
2335180019,0,256,2020/02/18 10:00:35
2336010016,0,66,2020/02/18 10:00:35
2336020012,64,86,2020/02/18 10:00:35
2336030018,0,44,2020/02/18 10:00:35
2336040014,0,24,2020/02/18 10:00:35
2336050010,0,48,2020/02/18 10:00:35
2336060016,0,20,2020/02/18 10:00:35
2336070012,0,50,2020/02/18 10:00:35
2336080018,0,22,2020/02/18 10:00:35
2336090014,0,40,2020/02/18 10:00:35
2336100015,0,24,2020/02/18 10:00:35
2336110011,6,74,2020/02/18 10:00:35
2336120017,0,70,2020/02/18 10:00:35
2336130013,12,38,2020/02/18 10:00:35
2336140019,0,56,2020/02/18 10:00:35
2336150015,6,74,2020/02/18 10:00:35
2336160011,0,50,2020/02/18 10:00:35
2336170017,0,12,2020/02/18 10:00:35
2336180013,0,64,2020/02/18 10:00:35
2336190019,8,84,2020/02/18 10:00:35
2336200010,200,114,2020/02/18 10:00:35
2336210025,318,118,2020/02/18 10:00:35
2336210034,396,302,2020/02/18 10:00:35
2337010010,200,130,2020/02/18 10:00:35
2337010029,0,48,2020/02/18 10:00:35
2337020016,2,34,2020/02/18 10:00:35
2337030012,0,32,2020/02/18 10:00:35
2337040018,110,71,2020/02/18 10:00:35
2337050014,0,30,2020/02/18 10:00:35
2337060010,62,62,2020/02/18 10:00:35
2337070016,128,82,2020/02/18 10:00:35
2337080012,8,40,2020/02/18 10:00:35
2337090018,72,48,2020/02/18 10:00:35
2337100019,0,24,2020/02/18 10:00:35
2337110015,44,42,2020/02/18 10:00:35
2337120020,0,22,2020/02/18 10:00:35
2337130017,200,110,2020/02/18 10:00:35
2337140013,24,60,2020/02/18 10:00:35
2337150019,0,26,2020/02/18 10:00:35
2337160015,0,52,2020/02/18 10:00:35
2337170011,0,28,2020/02/18 10:00:35
2337180017,0,54,2020/02/18 10:00:35
2337190013,42,62,2020/02/18 10:00:35
2337200014,112,88,2020/02/18 10:00:35
2337210010,34,44,2020/02/18 10:00:35
2337220016,12,30,2020/02/18 10:00:35
2337230012,126,66,2020/02/18 10:00:35
2337240018,52,76,2020/02/18 10:00:35
2337250014,120,60,2020/02/18 10:00:35
2337260010,10,66,2020/02/18 10:00:35
2338010014,184,70,2020/02/18 10:00:35
2338020010,202,78,2020/02/18 10:00:35
2338030016,0,30,2020/02/18 10:00:35
2338040012,202,86,2020/02/18 10:00:35
2338050018,0,50,2020/02/18 10:00:35
2338060014,38,103,2020/02/18 10:00:35
2338070010,0,252,2020/02/18 10:00:35
2338080016,2,62,2020/02/18 10:00:35
2338090012,204,122,2020/02/18 10:00:35
2338100013,114,76,2020/02/18 10:00:35
2338110019,318,138,2020/02/18 10:00:35
2338120015,0,236,2020/02/18 10:00:35
2338130011,314,84,2020/02/18 10:00:35
2340010015,128,76,2020/02/18 10:00:35
2340020011,116,62,2020/02/18 10:00:35
2340030017,0,62,2020/02/18 10:00:35
2340040013,130,78,2020/02/18 10:00:35
2340050019,234,84,2020/02/18 10:00:35
2340060015,230,118,2020/02/18 10:00:35
2340070011,10,72,2020/02/18 10:00:35
2340080017,74,68,2020/02/18 10:00:35
