醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,1193,733,2020/02/21 22:00:37
0291010010,0,168,2020/02/21 22:00:37
2101010013,32,134,2020/02/21 22:00:37
2101100227,0,20,2020/02/21 22:00:37
2101110027,4,12,2020/02/21 22:00:37
2101120014,0,124,2020/02/21 22:00:37
2101150012,0,60,2020/02/21 22:00:37
2101161033,0,112,2020/02/21 22:00:37
2101170050,0,85,2020/02/21 22:00:37
2101180038,0,64,2020/02/21 22:00:37
2101191068,0,24,2020/02/21 22:00:37
2101200017,2,152,2020/02/21 22:00:37
2303240013,322,346,2020/02/21 22:00:37
2311010010,164,412,2020/02/21 22:00:37
2311020016,0,329,2020/02/21 22:00:37
2311030012,384,454,2020/02/21 22:00:37
2311040018,1,414,2020/02/21 22:00:37
2311050014,270,380,2020/02/21 22:00:37
2311060010,0,356,2020/02/21 22:00:37
2311070016,265,511,2020/02/21 22:00:37
2312010014,0,124,2020/02/21 22:00:37
2312050018,0,136,2020/02/21 22:00:37
2317020010,42,268,2020/02/21 22:00:37
2317040012,0,220,2020/02/21 22:00:37
2317050018,164,340,2020/02/21 22:00:37
2317060014,284,402,2020/02/21 22:00:37
2317070010,58,202,2020/02/21 22:00:37
2317080016,300,378,2020/02/21 22:00:37
2317081022,0,298,2020/02/21 22:00:37
2321010013,390,404,2020/02/21 22:00:37
2321020019,36,330,2020/02/21 22:00:37
2321030015,641,439,2020/02/21 22:00:37
2321040011,650,487,2020/02/21 22:00:37
2321060013,314,392,2020/02/21 22:00:37
2321070019,240,314,2020/02/21 22:00:37
2322010017,517,356,2020/02/21 22:00:37
2322020013,162,280,2020/02/21 22:00:37
2331070012,0,20,2020/02/21 22:00:37
2331080018,1,122,2020/02/21 22:00:37
2331090014,0,364,2020/02/21 22:00:37
2331100015,0,266,2020/02/21 22:00:37
2331120017,0,252,2020/02/21 22:00:37
2331160011,0,114,2020/02/21 22:00:37
2331170017,0,26,2020/02/21 22:00:37
2331180013,0,350,2020/02/21 22:00:37
2331190019,144,336,2020/02/21 22:00:37
2331210016,0,87,2020/02/21 22:00:37
2331220012,310,416,2020/02/21 22:00:37
2331230018,0,192,2020/02/21 22:00:37
2331240014,0,740,2020/02/21 22:00:37
2331250010,230,440,2020/02/21 22:00:37
2331260016,0,356,2020/02/21 22:00:37
2331270012,0,342,2020/02/21 22:00:37
2331280018,0,357,2020/02/21 22:00:37
2331290014,1,180,2020/02/21 22:00:37
2332030012,0,156,2020/02/21 22:00:37
2332040018,0,148,2020/02/21 22:00:37
2332060010,28,276,2020/02/21 22:00:37
2332080012,0,60,2020/02/21 22:00:37
2332090018,70,164,2020/02/21 22:00:37
2332100019,0,160,2020/02/21 22:00:37
2332110015,0,94,2020/02/21 22:00:37
2332120011,270,370,2020/02/21 22:00:37
2332130017,338,258,2020/02/21 22:00:37
2333070010,0,92,2020/02/21 22:00:37
2333100013,0,32,2020/02/21 22:00:37
2333110019,0,304,2020/02/21 22:00:37
2333120015,1,425,2020/02/21 22:00:37
2333130011,306,332,2020/02/21 22:00:37
2333140017,730,427,2020/02/21 22:00:37
2334010018,74,296,2020/02/21 22:00:37
2334020014,110,410,2020/02/21 22:00:37
2334030010,288,372,2020/02/21 22:00:37
2334040016,244,328,2020/02/21 22:00:37
2334050012,2,170,2020/02/21 22:00:37
2334060018,0,225,2020/02/21 22:00:37
2334070014,130,358,2020/02/21 22:00:37
2334081026,0,308,2020/02/21 22:00:37
2334090016,84,277,2020/02/21 22:00:37
2334100017,0,250,2020/02/21 22:00:37
2334110013,135,486,2020/02/21 22:00:37
2334120019,211,274,2020/02/21 22:00:37
2335010012,0,212,2020/02/21 22:00:37
2335020018,0,342,2020/02/21 22:00:37
