醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,2215,1350,2020/02/25 16:00:38
0291010010,180,484,2020/02/25 16:00:38
2101010013,67,726,2020/02/25 16:00:38
2101020019,80,512,2020/02/25 16:00:38
2101090011,0,312,2020/02/25 16:00:38
2101100227,0,447,2020/02/25 16:00:38
2101110027,23,312,2020/02/25 16:00:38
2101120014,1,666,2020/02/25 16:00:38
2101150012,0,575,2020/02/25 16:00:38
2101161033,0,639,2020/02/25 16:00:38
2101170050,0,640,2020/02/25 16:00:38
2101180038,0,584,2020/02/25 16:00:38
2101191068,0,552,2020/02/25 16:00:38
2101200017,4,648,2020/02/25 16:00:38
2303240013,1136,762,2020/02/25 16:00:38
2311010010,660,1003,2020/02/25 16:00:38
2311020016,250,937,2020/02/25 16:00:38
2311030012,1070,1130,2020/02/25 16:00:38
2311040018,266,1062,2020/02/25 16:00:38
2311050014,1000,1074,2020/02/25 16:00:38
2311060010,6,388,2020/02/25 16:00:38
2311070016,783,1205,2020/02/25 16:00:38
2312010014,148,488,2020/02/25 16:00:38
2312041028,0,319,2020/02/25 16:00:38
2312050018,6,328,2020/02/25 16:00:38
2317020010,228,734,2020/02/25 16:00:38
2317040012,178,608,2020/02/25 16:00:38
2317050018,852,940,2020/02/25 16:00:38
2317060014,740,930,2020/02/25 16:00:38
2317070010,258,622,2020/02/25 16:00:38
2317080016,866,936,2020/02/25 16:00:38
2317081022,414,862,2020/02/25 16:00:38
2321010013,1194,1076,2020/02/25 16:00:38
2321020019,510,894,2020/02/25 16:00:38
2321030015,1597,1103,2020/02/25 16:00:38
2321040011,1653,1157,2020/02/25 16:00:38
2321060013,608,863,2020/02/25 16:00:38
2321070019,782,921,2020/02/25 16:00:38
2322010017,1573,1092,2020/02/25 16:00:38
2322020013,1030,930,2020/02/25 16:00:38
2331070012,38,446,2020/02/25 16:00:38
2331080018,1,562,2020/02/25 16:00:38
2331090014,226,892,2020/02/25 16:00:38
2331100015,156,809,2020/02/25 16:00:38
2331120017,0,684,2020/02/25 16:00:38
2331160011,68,466,2020/02/25 16:00:38
2331170017,0,502,2020/02/25 16:00:38
2331180013,0,898,2020/02/25 16:00:38
2331190019,51,856,2020/02/25 16:00:38
2331200010,2,276,2020/02/25 16:00:38
2331210016,0,427,2020/02/25 16:00:38
2331220012,498,896,2020/02/25 16:00:38
2331230018,0,588,2020/02/25 16:00:38
2331240014,308,1288,2020/02/25 16:00:38
2331250010,890,1132,2020/02/25 16:00:38
2331260016,24,888,2020/02/25 16:00:38
2331270012,0,802,2020/02/25 16:00:38
2331280018,74,881,2020/02/25 16:00:38
2331290014,14,586,2020/02/25 16:00:38
